,SP_surplus,target_lag_1,SE_surplus,DE_surplus,sin_hour,IT_green_energy_lag_1,SP_green_energy,DK_green_energy,SP_surplus_lag_1,DK_surplus,HU_surplus_lag_1,IT_green_energy_lag_24,IT_green_energy,PO_surplus,SP_green_energy_lag_1,DE_green_energy,HU_Load_monthly_mean,HU_surplus,target_lag_24,PO_green_energy_lag_24,DK_surplus_lag_2,PO_surplus_lag_3,NE_surplus,HU_surplus_lag_24,HU_green_energy_lag_24,target
2022-06-27 22:00:00,-57700.0,4.0,-1753.0,-119816.0,-0.5,6820.0,41052.0,975.0,-56876.0,-2118.0,-19820.0,6560.0,6690.0,-13300.0,45548.0,61732.0,18660.0,-18430.0,4.0,3642.0,-2156.0,-17090.0,-39715.0,-15920.0,580.0,3.0
2022-06-27 23:00:00,-54768.0,3.0,-1953.0,-114184.0,-0.2588,6690.0,39416.0,1102.0,-57700.0,-1880.0,-18430.0,6316.0,7096.0,-13336.0,41052.0,59295.0,18660.0,-17340.0,4.0,3536.0,-2025.0,-15160.0,-37469.0,-15100.0,591.0,3.0
2022-06-28 00:00:00,-56080.0,3.0,-2124.0,-108400.0,0.0,7096.0,34960.0,1330.0,-54768.0,-1598.0,-17340.0,5750.0,6612.0,-13336.0,39416.0,61829.0,18660.0,-17020.0,4.0,3316.0,-2118.0,-13870.0,-36867.0,-14750.0,592.0,3.0
2022-06-28 01:00:00,-57792.0,3.0,-1796.0,-105583.0,0.2588,6612.0,32136.0,1667.0,-56080.0,-1294.0,-17020.0,5736.0,6430.0,-13300.0,34960.0,66505.0,18660.0,-16660.0,4.0,3240.0,-1880.0,-13300.0,-36782.0,-14680.0,593.0,4.0
2022-06-28 02:00:00,-61780.0,4.0,-1424.0,-114338.0,0.5,6430.0,28656.0,1687.0,-57792.0,-1443.0,-16660.0,6516.0,6644.0,-13576.0,32136.0,62430.0,18640.0,-16620.0,4.0,3192.0,-1598.0,-13336.0,-37618.0,-14910.0,616.0,3.0
2022-06-28 03:00:00,-65608.0,3.0,-2184.0,-131879.0,0.707,6644.0,27784.0,1702.0,-61780.0,-1863.0,-16620.0,6304.0,7864.0,-15680.0,28656.0,58174.0,18640.0,-17360.0,3.0,3196.0,-1294.0,-13336.0,-38710.0,-16080.0,847.0,3.0
2022-06-28 04:00:00,-74908.0,3.0,-3530.0,-151043.0,0.866,7864.0,25604.0,1741.0,-65608.0,-2316.0,-17360.0,9780.0,10930.0,-17310.0,27784.0,66016.0,18660.0,-18940.0,3.0,3482.0,-1443.0,-13300.0,-40367.0,-17700.0,1688.0,3.0
2022-06-28 05:00:00,-80560.0,3.0,-3912.0,-150935.0,0.966,10930.0,28068.0,1818.0,-74908.0,-2578.0,-18940.0,13510.0,13000.0,-17660.0,25604.0,84902.0,18660.0,-19310.0,3.0,4476.0,-1863.0,-13576.0,-41484.0,-16930.0,3284.0,3.0
2022-06-28 06:00:00,-73488.0,3.0,-4104.0,-139750.0,1.0,13000.0,41436.0,2003.0,-80560.0,-2486.0,-19310.0,15030.0,13800.0,-17570.0,28068.0,106180.0,18660.0,-18690.0,3.0,5750.0,-2316.0,-15680.0,-40470.0,-15710.0,4864.0,3.0
2022-06-28 07:00:00,-61356.0,3.0,-4056.0,-120058.0,0.966,13800.0,58180.0,2146.0,-73488.0,-2480.0,-18690.0,15950.0,14180.0,-17380.0,41436.0,130531.0,18670.0,-16820.0,3.0,7344.0,-2578.0,-17310.0,-37824.0,-14696.0,6188.0,3.0
2022-06-28 08:00:00,-58976.0,3.0,-3924.0,-103355.0,0.866,14180.0,63420.0,2268.0,-61356.0,-2424.0,-16820.0,15880.0,15620.0,-17660.0,58180.0,152622.0,18670.0,-16170.0,3.0,8310.0,-2486.0,-17660.0,-34261.0,-14200.0,7124.0,3.0
2022-06-28 09:00:00,-60612.0,3.0,-3948.0,-93866.0,0.707,15620.0,63552.0,2184.0,-58976.0,-2468.0,-16170.0,16280.0,15900.0,-17900.0,63420.0,166664.0,18670.0,-15910.0,3.0,8584.0,-2480.0,-17570.0,-31871.0,-13820.0,7570.0,3.0
2022-06-28 10:00:00,-61048.0,3.0,-3872.0,-82588.0,0.5,15900.0,64984.0,2015.0,-60612.0,-2652.0,-15910.0,16600.0,14900.0,-17440.0,63552.0,173817.0,18690.0,-15510.0,3.0,8188.0,-2424.0,-17380.0,-30252.0,-14190.0,7630.0,3.0
2022-06-28 11:00:00,-59956.0,3.0,-3692.0,-83287.0,0.2588,14900.0,66632.0,1919.0,-61048.0,-2682.0,-15510.0,16660.0,14660.0,-17840.0,64984.0,168658.0,18690.0,-15630.0,3.0,7924.0,-2468.0,-17660.0,-30628.0,-14470.0,7370.0,3.0
2022-06-28 12:00:00,-54620.0,3.0,-3528.0,-91433.0,0.0,14660.0,69416.0,1767.0,-59956.0,-2660.0,-15630.0,15670.0,13976.0,-18110.0,66632.0,154351.0,18690.0,-16640.0,3.0,7164.0,-2652.0,-17900.0,-32470.0,-15600.0,6800.0,3.0
2022-06-28 13:00:00,-50012.0,3.0,-3532.0,-104992.0,-0.2588,13976.0,71672.0,1715.0,-54620.0,-2706.0,-16640.0,14584.0,13704.0,-18200.0,69416.0,134350.0,18700.0,-18200.0,3.0,6090.0,-2682.0,-17440.0,-34971.0,-17060.0,5944.0,3.0
2022-06-28 14:00:00,-51096.0,3.0,-3916.0,-120254.0,-0.5,13704.0,70620.0,1438.0,-50012.0,-3096.0,-18200.0,14490.0,12620.0,-18850.0,71672.0,116581.0,18700.0,-19820.0,3.0,4816.0,-2660.0,-17840.0,-38197.0,-18740.0,4756.0,3.0
2022-06-28 15:00:00,-53116.0,3.0,-4060.0,-135451.0,-0.707,12620.0,68684.0,1129.0,-51096.0,-3236.0,-19820.0,13230.0,12360.0,-19660.0,70620.0,100543.0,18720.0,-21700.0,3.0,3936.0,-2706.0,-18110.0,-42326.0,-20690.0,3176.0,3.0
2022-06-28 16:00:00,-55380.0,3.0,-4104.0,-142626.0,-0.866,12360.0,65752.0,768.0,-53116.0,-3376.0,-21700.0,12230.0,12080.0,-19980.0,68684.0,90793.0,18740.0,-23490.0,3.0,3390.0,-3096.0,-18200.0,-44277.0,-22640.0,1703.0,3.0
2022-06-28 17:00:00,-62432.0,3.0,-3992.0,-152077.0,-0.966,12080.0,58796.0,504.0,-55380.0,-3418.0,-23490.0,10696.0,10344.0,-20220.0,65752.0,76149.0,18740.0,-24210.0,3.0,3342.0,-3236.0,-18850.0,-46720.0,-23550.0,983.0,3.0
2022-06-28 18:00:00,-74676.0,3.0,-3452.0,-154341.0,-1.0,10344.0,45804.0,380.0,-62432.0,-3372.0,-24210.0,9340.0,8870.0,-20050.0,58796.0,66567.0,18750.0,-24180.0,3.0,3690.0,-3376.0,-19660.0,-48782.0,-23520.0,832.0,4.0
2022-06-28 19:00:00,-83360.0,4.0,-3156.0,-149888.0,-0.966,8870.0,35748.0,332.0,-74676.0,-3316.0,-24180.0,8430.0,8084.0,-19170.0,45804.0,62193.0,18750.0,-23620.0,4.0,3698.0,-3418.0,-19980.0,-48667.0,-22850.0,922.0,4.0
2022-06-28 20:00:00,-79276.0,4.0,-2328.0,-142252.0,-0.866,8084.0,35116.0,355.0,-83360.0,-3130.0,-23620.0,7492.0,7670.0,-17920.0,35748.0,60660.0,18770.0,-22190.0,4.0,4020.0,-3372.0,-20220.0,-47269.0,-21300.0,978.0,4.0
2022-06-28 21:00:00,-74244.0,4.0,-2520.0,-121950.0,-0.707,7670.0,31096.0,362.0,-79276.0,-2910.0,-22190.0,6820.0,7264.0,-16660.0,35116.0,66687.0,18770.0,-20780.0,4.0,3982.0,-3316.0,-20050.0,-43940.0,-19820.0,1006.0,4.0
2022-06-28 22:00:00,-72120.0,4.0,-2544.0,-100376.0,-0.5,7264.0,29988.0,336.0,-74244.0,-2768.0,-20780.0,6690.0,7176.0,-15976.0,31096.0,81160.0,18770.0,-19260.0,3.0,3900.0,-3130.0,-19170.0,-39998.0,-18430.0,966.0,4.0
2022-06-28 23:00:00,-69200.0,4.0,-2524.0,-82129.0,-0.2588,7176.0,27564.0,370.0,-72120.0,-2636.0,-19260.0,7096.0,7188.0,-15570.0,29988.0,96650.0,18770.0,-18130.0,3.0,3532.0,-2910.0,-17920.0,-36955.0,-17340.0,919.0,4.0
2022-06-29 00:00:00,-68376.0,4.0,-2256.0,-79542.0,0.0,7188.0,24888.0,429.0,-69200.0,-2534.0,-18130.0,6612.0,7220.0,-15520.0,27564.0,95982.0,18770.0,-17580.0,3.0,3292.0,-2768.0,-16660.0,-35839.0,-17020.0,693.0,4.0
2022-06-29 01:00:00,-68444.0,4.0,-2054.0,-81803.0,0.2588,7220.0,23472.0,511.0,-68376.0,-2416.0,-17580.0,6430.0,7172.0,-15290.0,24888.0,91372.0,18770.0,-17440.0,4.0,3018.0,-2636.0,-15976.0,-35532.0,-16660.0,839.0,4.0
2022-06-29 02:00:00,-69808.0,4.0,-1630.0,-92051.0,0.5,7172.0,21820.0,500.0,-68444.0,-2584.0,-17440.0,6644.0,7110.0,-15680.0,23472.0,84998.0,18770.0,-17490.0,3.0,3122.0,-2534.0,-15570.0,-35801.0,-16620.0,967.0,4.0
2022-06-29 03:00:00,-74024.0,4.0,-2780.0,-114925.0,0.707,7110.0,20476.0,593.0,-69808.0,-2932.0,-17490.0,7864.0,7976.0,-17810.0,21820.0,75706.0,18770.0,-18080.0,3.0,3518.0,-2416.0,-15520.0,-37098.0,-17360.0,1300.0,3.0
2022-06-29 04:00:00,-80356.0,3.0,-3834.0,-140356.0,0.866,7976.0,21280.0,891.0,-74024.0,-3174.0,-18080.0,10930.0,11176.0,-19250.0,20476.0,77209.0,18770.0,-19420.0,3.0,4050.0,-2584.0,-15290.0,-39097.0,-18940.0,1873.0,3.0
2022-06-29 05:00:00,-82944.0,3.0,-4270.0,-147008.0,0.966,11176.0,25688.0,1293.0,-80356.0,-3036.0,-19420.0,13000.0,14504.0,-19400.0,21280.0,88530.0,18770.0,-18780.0,3.0,4824.0,-2932.0,-15680.0,-41587.0,-19310.0,2688.0,3.0
2022-06-29 06:00:00,-76580.0,3.0,-4256.0,-144767.0,1.0,14504.0,38140.0,1634.0,-82944.0,-2832.0,-18780.0,13800.0,16540.0,-19070.0,25688.0,100774.0,18780.0,-17600.0,3.0,5240.0,-3174.0,-17810.0,-41342.0,-18690.0,3648.0,3.0
2022-06-29 07:00:00,-64276.0,3.0,-4296.0,-140721.0,0.966,16540.0,55952.0,1866.0,-76580.0,-2728.0,-17600.0,14180.0,17140.0,-18340.0,38140.0,110302.0,18780.0,-16580.0,3.0,5264.0,-3036.0,-19250.0,-39343.0,-16820.0,5292.0,3.0
2022-06-29 08:00:00,-59588.0,3.0,-4400.0,-134482.0,0.866,17140.0,63648.0,1974.0,-64276.0,-2600.0,-16580.0,15620.0,18320.0,-18020.0,55952.0,120962.0,18780.0,-16010.0,3.0,5220.0,-2832.0,-19400.0,-36932.0,-16170.0,6024.0,3.0
2022-06-29 09:00:00,-58244.0,3.0,-4440.0,-126685.0,0.707,18320.0,67628.0,2060.0,-59588.0,-2516.0,-16010.0,15900.0,18480.0,-17600.0,63648.0,131134.0,18800.0,-15700.0,3.0,5104.0,-2728.0,-19070.0,-34567.0,-15910.0,6336.0,3.0
2022-06-29 10:00:00,-56956.0,3.0,-4428.0,-113433.0,0.5,18480.0,71708.0,2120.0,-58244.0,-2492.0,-15700.0,14900.0,18560.0,-17280.0,67628.0,140933.0,18800.0,-15680.0,3.0,5270.0,-2600.0,-18340.0,-33486.0,-15510.0,6880.0,3.0
2022-06-29 11:00:00,-52740.0,3.0,-4620.0,-96828.0,0.2588,18560.0,77288.0,2196.0,-56956.0,-2320.0,-15680.0,14660.0,18930.0,-17300.0,71708.0,152711.0,18820.0,-15736.0,3.0,4810.0,-2516.0,-18020.0,-33912.0,-15630.0,6780.0,3.0
2022-06-29 12:00:00,-46384.0,3.0,-4604.0,-96008.0,0.0,18930.0,81348.0,2258.0,-52740.0,-2138.0,-15736.0,13976.0,18780.0,-18020.0,77288.0,150471.0,18820.0,-16740.0,3.0,4480.0,-2492.0,-17600.0,-34693.0,-16640.0,6276.0,3.0
2022-06-29 13:00:00,-39596.0,3.0,-4580.0,-101393.0,-0.2588,18780.0,85432.0,2154.0,-46384.0,-2104.0,-16740.0,13704.0,17300.0,-18800.0,81348.0,142692.0,18830.0,-18320.0,3.0,4290.0,-2320.0,-17280.0,-36037.0,-18200.0,5464.0,3.0
2022-06-29 14:00:00,-36612.0,3.0,-4516.0,-110544.0,-0.5,17300.0,87380.0,2122.0,-39596.0,-2264.0,-18320.0,12620.0,17010.0,-19360.0,85432.0,131235.0,18830.0,-19820.0,3.0,3436.0,-2138.0,-17300.0,-39145.0,-19820.0,4316.0,3.0
2022-06-29 15:00:00,-35916.0,3.0,-4240.0,-131926.0,-0.707,17010.0,87492.0,1803.0,-36612.0,-2432.0,-19820.0,12360.0,14480.0,-19400.0,87380.0,108426.0,18850.0,-21700.0,3.0,2268.0,-2104.0,-18020.0,-43050.0,-21700.0,2832.0,3.0
2022-06-29 16:00:00,-36180.0,3.0,-4210.0,-141895.0,-0.866,14480.0,85756.0,1593.0,-35916.0,-2424.0,-21700.0,12080.0,12270.0,-19870.0,87492.0,97325.0,18850.0,-23740.0,3.0,2142.0,-2264.0,-18800.0,-44965.0,-23490.0,1432.0,3.0
2022-06-29 17:00:00,-45060.0,3.0,-4042.0,-142219.0,-0.966,12270.0,75748.0,1391.0,-36180.0,-2400.0,-23740.0,10344.0,10230.0,-20080.0,85756.0,92340.0,18860.0,-24640.0,3.0,1654.0,-2432.0,-19360.0,-47827.0,-24210.0,774.0,3.0
2022-06-29 18:00:00,-57880.0,3.0,-3946.0,-147433.0,-1.0,10230.0,61244.0,1254.0,-45060.0,-2360.0,-24640.0,8870.0,9064.0,-20240.0,75748.0,78320.0,18860.0,-24640.0,4.0,1395.0,-2424.0,-19400.0,-50236.0,-24180.0,514.0,3.0
2022-06-29 19:00:00,-66964.0,3.0,-4024.0,-141917.0,-0.966,9064.0,50644.0,1295.0,-57880.0,-2248.0,-24640.0,8084.0,8110.0,-19070.0,61244.0,75966.0,18880.0,-23900.0,4.0,1339.0,-2400.0,-19870.0,-50735.0,-23620.0,514.0,3.0
2022-06-29 20:00:00,-67224.0,3.0,-3602.0,-133463.0,-0.866,8110.0,46276.0,1385.0,-66964.0,-2007.0,-23900.0,7670.0,6460.0,-17600.0,50644.0,75643.0,18880.0,-22300.0,4.0,1140.0,-2360.0,-20080.0,-49889.0,-22190.0,508.0,3.0
2022-06-29 21:00:00,-63004.0,3.0,-3034.0,-121820.0,-0.707,6460.0,43120.0,1239.0,-67224.0,-1993.0,-22300.0,7264.0,5330.0,-16050.0,46276.0,72825.0,18900.0,-20800.0,4.0,1088.0,-2248.0,-20240.0,-47977.0,-20780.0,503.0,3.0
2022-06-29 22:00:00,-62004.0,3.0,-2680.0,-110815.0,-0.5,5330.0,40260.0,1047.0,-63004.0,-2070.0,-20800.0,7176.0,4930.0,-15300.0,43120.0,73362.0,18900.0,-19020.0,4.0,1062.0,-2007.0,-19070.0,-44364.0,-19260.0,495.0,3.0
2022-06-29 23:00:00,-60196.0,3.0,-2688.0,-104819.0,-0.2588,4930.0,37284.0,1072.0,-62004.0,-1939.0,-19020.0,7188.0,5300.0,-15020.0,40260.0,73976.0,18900.0,-18140.0,4.0,1057.0,-1993.0,-17600.0,-42365.0,-18130.0,520.0,3.0
2022-06-30 00:00:00,-60272.0,3.0,-2496.0,-102672.0,0.0,5300.0,33396.0,1089.0,-60196.0,-1848.0,-18140.0,7220.0,5428.0,-15170.0,37284.0,72963.0,18900.0,-17650.0,4.0,1074.0,-2070.0,-16050.0,-39915.0,-17580.0,526.0,4.0
2022-06-30 01:00:00,-60856.0,4.0,-2240.0,-100257.0,0.2588,5428.0,31100.0,748.0,-60272.0,-2292.0,-17650.0,7172.0,5772.0,-15070.0,33396.0,76432.0,18900.0,-17400.0,4.0,1003.0,-1939.0,-15300.0,-38869.0,-17440.0,516.0,3.0
2022-06-30 02:00:00,-61992.0,3.0,-2272.0,-110264.0,0.5,5772.0,29716.0,871.0,-60856.0,-2260.0,-17400.0,7110.0,5548.0,-15210.0,31100.0,70957.0,18900.0,-17420.0,4.0,1089.0,-1848.0,-15020.0,-39137.0,-17490.0,537.0,3.0
2022-06-30 03:00:00,-65568.0,3.0,-3188.0,-133517.0,0.707,5548.0,28380.0,856.0,-61992.0,-2722.0,-17420.0,7976.0,5876.0,-16860.0,29716.0,59389.0,18900.0,-18030.0,3.0,1330.0,-2292.0,-15170.0,-39099.0,-18080.0,891.0,3.0
2022-06-30 04:00:00,-72684.0,3.0,-3788.0,-148090.0,0.866,5876.0,28340.0,1162.0,-65568.0,-2952.0,-18030.0,11176.0,10190.0,-18160.0,28380.0,71202.0,18900.0,-19470.0,3.0,2056.0,-2260.0,-15070.0,-40673.0,-19420.0,1706.0,3.0
2022-06-30 05:00:00,-75604.0,3.0,-4190.0,-148084.0,0.966,10190.0,33152.0,1478.0,-72684.0,-2850.0,-19470.0,14504.0,13280.0,-18350.0,28340.0,89967.0,18900.0,-18930.0,3.0,2848.0,-2722.0,-15210.0,-42446.0,-18780.0,3192.0,3.0
2022-06-30 06:00:00,-69560.0,3.0,-4470.0,-136933.0,1.0,13280.0,45120.0,1859.0,-75604.0,-2686.0,-18930.0,16540.0,14980.0,-17980.0,33152.0,111892.0,18900.0,-17950.0,3.0,3384.0,-2952.0,-16860.0,-41220.0,-17600.0,4708.0,3.0
2022-06-30 07:00:00,-61844.0,3.0,-4692.0,-117693.0,0.966,14980.0,57552.0,2090.0,-69560.0,-2636.0,-17950.0,17140.0,16050.0,-17330.0,45120.0,135092.0,18910.0,-16930.0,3.0,4196.0,-2850.0,-18160.0,-38008.0,-16580.0,6080.0,3.0
2022-06-30 08:00:00,-55004.0,3.0,-4864.0,-96638.0,0.866,16050.0,67492.0,2258.0,-61844.0,-2400.0,-16930.0,18320.0,17390.0,-17090.0,57552.0,162152.0,18910.0,-16050.0,3.0,4644.0,-2686.0,-18350.0,-34991.0,-16010.0,7000.0,3.0
2022-06-30 09:00:00,-51040.0,3.0,-4870.0,-89130.0,0.707,17390.0,73608.0,2222.0,-55004.0,-2450.0,-16050.0,18480.0,17680.0,-17260.0,67492.0,174437.0,18930.0,-15730.0,3.0,4984.0,-2636.0,-17980.0,-33919.0,-15700.0,7556.0,3.0
2022-06-30 10:00:00,-52260.0,3.0,-4530.0,-79775.0,0.5,17680.0,74848.0,2228.0,-51040.0,-2408.0,-15730.0,18560.0,17680.0,-17420.0,73608.0,182361.0,18930.0,-15736.0,3.0,5390.0,-2400.0,-17330.0,-35250.0,-15680.0,7700.0,3.0
2022-06-30 11:00:00,-50376.0,3.0,-4464.0,-74528.0,0.2588,17680.0,77724.0,2272.0,-52260.0,-2256.0,-15736.0,18930.0,17470.0,-17680.0,74848.0,183124.0,18930.0,-15890.0,3.0,5230.0,-2450.0,-17090.0,-38260.0,-15736.0,7520.0,3.0
2022-06-30 12:00:00,-47524.0,3.0,-4290.0,-82784.0,0.0,17470.0,78204.0,2236.0,-50376.0,-2148.0,-15890.0,18780.0,16700.0,-18430.0,77724.0,171186.0,18940.0,-17000.0,3.0,4490.0,-2408.0,-17260.0,-39611.0,-16740.0,7068.0,3.0
2022-06-30 13:00:00,-43300.0,3.0,-4212.0,-100742.0,-0.2588,16700.0,80180.0,2039.0,-47524.0,-2248.0,-17000.0,17300.0,16110.0,-19040.0,78204.0,147921.0,18940.0,-18530.0,3.0,4080.0,-2256.0,-17420.0,-40634.0,-18320.0,6108.0,3.0
2022-06-30 14:00:00,-44624.0,3.0,-4070.0,-118804.0,-0.5,16110.0,78176.0,1778.0,-43300.0,-2556.0,-18530.0,17010.0,14970.0,-19310.0,80180.0,127215.0,18960.0,-20220.0,3.0,3480.0,-2148.0,-17680.0,-43747.0,-19820.0,5004.0,3.0
2022-06-30 15:00:00,-45996.0,3.0,-4136.0,-131422.0,-0.707,14970.0,75780.0,1546.0,-44624.0,-2680.0,-20220.0,14480.0,13340.0,-19620.0,78176.0,111810.0,18960.0,-22300.0,3.0,2790.0,-2248.0,-18430.0,-48460.0,-21700.0,3476.0,3.0
2022-06-30 16:00:00,-46056.0,3.0,-4370.0,-137455.0,-0.866,13340.0,74124.0,1157.0,-45996.0,-2852.0,-22300.0,12270.0,12376.0,-19680.0,75780.0,104799.0,18980.0,-24270.0,3.0,2442.0,-2556.0,-19040.0,-48883.0,-23740.0,1966.0,3.0
2022-06-30 17:00:00,-50708.0,3.0,-3944.0,-137890.0,-0.966,12376.0,67960.0,854.0,-46056.0,-2958.0,-24270.0,10230.0,10670.0,-20460.0,74124.0,97640.0,18990.0,-25000.0,3.0,2140.0,-2680.0,-19310.0,-47951.0,-24640.0,1162.0,3.0
2022-06-30 18:00:00,-61272.0,3.0,-3220.0,-136877.0,-1.0,10670.0,56424.0,887.0,-50708.0,-2756.0,-25000.0,9064.0,8744.0,-20030.0,67960.0,91295.0,18990.0,-24880.0,3.0,1610.0,-2852.0,-19620.0,-47156.0,-24640.0,889.0,3.0
2022-06-30 19:00:00,-70256.0,3.0,-3296.0,-133158.0,-0.966,8744.0,46552.0,1082.0,-61272.0,-2456.0,-24880.0,8110.0,7876.0,-19600.0,56424.0,88803.0,19000.0,-24240.0,3.0,1621.0,-2958.0,-19680.0,-46145.0,-23900.0,949.0,3.0
2022-06-30 20:00:00,-66688.0,3.0,-2616.0,-126178.0,-0.866,7876.0,46588.0,1271.0,-70256.0,-2108.0,-24240.0,6460.0,6676.0,-17920.0,46552.0,86170.0,19000.0,-22640.0,3.0,1540.0,-2756.0,-20460.0,-45152.0,-22300.0,974.0,3.0
2022-06-30 21:00:00,-62992.0,3.0,-2039.0,-106304.0,-0.707,6676.0,42528.0,1277.0,-66688.0,-1909.0,-22640.0,5330.0,4864.0,-16430.0,46588.0,91755.0,19000.0,-21010.0,3.0,1805.0,-2456.0,-20030.0,-41606.0,-20800.0,910.0,4.0
2022-06-30 22:00:00,-61768.0,4.0,-1694.0,-92273.0,-0.5,4864.0,39696.0,1159.0,-62992.0,-1871.0,-21010.0,4930.0,4748.0,-15730.0,42528.0,94445.0,19020.0,-19490.0,3.0,1789.0,-2108.0,-19600.0,-38403.0,-19020.0,1090.0,4.0
2022-06-30 23:00:00,-58608.0,4.0,-1632.0,-89417.0,-0.2588,4748.0,37620.0,1205.0,-61768.0,-1722.0,-19490.0,5300.0,4836.0,-15260.0,39696.0,92123.0,19020.0,-18240.0,3.0,1656.0,-1909.0,-17920.0,-36365.0,-18140.0,760.0,4.0
2022-07-01 00:00:00,-57900.0,4.0,-1683.0,-87306.0,0.0,4836.0,34840.0,1181.0,-58608.0,-1701.0,-18240.0,5428.0,4612.0,-14820.0,37620.0,91156.0,18500.0,-17660.0,4.0,1486.0,-1871.0,-16430.0,-36027.0,-17650.0,675.0,4.0
2022-07-01 01:00:00,-58732.0,4.0,-1751.0,-84080.0,0.2588,4612.0,32728.0,1043.0,-57900.0,-1821.0,-17660.0,5772.0,4550.0,-14590.0,34840.0,94455.0,18420.0,-17600.0,3.0,1452.0,-1722.0,-15730.0,-35154.0,-17400.0,733.0,3.0
2022-07-01 02:00:00,-60080.0,3.0,-1926.0,-85100.0,0.5,4550.0,31032.0,1201.0,-58732.0,-1792.0,-17600.0,5548.0,4704.0,-14824.0,32728.0,98316.0,18420.0,-17660.0,3.0,1505.0,-1701.0,-15260.0,-34567.0,-17420.0,814.0,3.0
2022-07-01 03:00:00,-63664.0,3.0,-2780.0,-93336.0,0.707,4704.0,30088.0,1173.0,-60080.0,-2300.0,-17660.0,5876.0,6764.0,-16690.0,31032.0,101570.0,18620.0,-18190.0,3.0,2076.0,-1821.0,-14820.0,-34512.0,-18030.0,1067.0,3.0
2022-07-01 04:00:00,-71140.0,3.0,-3418.0,-122279.0,0.866,6764.0,29532.0,1310.0,-63664.0,-2638.0,-18190.0,10190.0,10050.0,-18260.0,30088.0,98288.0,19170.0,-19580.0,3.0,2944.0,-1792.0,-14590.0,-36688.0,-19470.0,1719.0,3.0
2022-07-01 05:00:00,-74316.0,3.0,-3756.0,-131800.0,0.966,10050.0,33508.0,1777.0,-71140.0,-2464.0,-19580.0,13280.0,12910.0,-18700.0,29532.0,106390.0,19740.0,-19440.0,3.0,3904.0,-2300.0,-14824.0,-39278.0,-18930.0,3228.0,3.0
2022-07-01 06:00:00,-66892.0,3.0,-3956.0,-133041.0,1.0,12910.0,46372.0,2140.0,-74316.0,-2256.0,-19440.0,14980.0,14504.0,-18240.0,33508.0,114150.0,20260.0,-18530.0,3.0,4600.0,-2638.0,-16690.0,-38522.0,-17950.0,4630.0,3.0
2022-07-01 07:00:00,-56996.0,3.0,-3886.0,-132302.0,0.966,14504.0,60812.0,2292.0,-66892.0,-2204.0,-18530.0,16050.0,15560.0,-17150.0,46372.0,117134.0,20670.0,-17630.0,3.0,5440.0,-2464.0,-18260.0,-35458.0,-16930.0,5868.0,3.0
2022-07-01 08:00:00,-54480.0,3.0,-3834.0,-134530.0,0.866,15560.0,66736.0,2204.0,-56996.0,-2292.0,-17630.0,17390.0,15960.0,-16930.0,60812.0,120107.0,21040.0,-16940.0,3.0,5970.0,-2256.0,-18700.0,-30870.0,-16050.0,6976.0,3.0
2022-07-01 09:00:00,-55924.0,3.0,-3776.0,-131878.0,0.707,15960.0,67532.0,2204.0,-54480.0,-2220.0,-16940.0,17680.0,16300.0,-16530.0,66736.0,124759.0,21360.0,-16750.0,3.0,6040.0,-2204.0,-18240.0,-28577.0,-15730.0,7480.0,3.0
2022-07-01 10:00:00,-56916.0,3.0,-3628.0,-120732.0,0.5,16300.0,68744.0,2322.0,-55924.0,-2034.0,-16750.0,17680.0,16140.0,-16260.0,67532.0,133359.0,21630.0,-17200.0,3.0,5744.0,-2292.0,-17150.0,-28343.0,-15736.0,7684.0,3.0
2022-07-01 11:00:00,-55240.0,3.0,-3542.0,-110768.0,0.2588,16140.0,70880.0,2364.0,-56916.0,-1865.0,-17200.0,17470.0,16660.0,-15880.0,68744.0,140118.0,21860.0,-17500.0,3.0,5092.0,-2220.0,-16930.0,-28280.0,-15890.0,7504.0,3.0
2022-07-01 12:00:00,-50552.0,3.0,-3056.0,-104765.0,0.0,16660.0,73836.0,2492.0,-55240.0,-1606.0,-17500.0,16700.0,16660.0,-16200.0,70880.0,139120.0,22060.0,-18220.0,3.0,4380.0,-2034.0,-16530.0,-27987.0,-17000.0,6950.0,3.0
2022-07-01 13:00:00,-47528.0,3.0,-3136.0,-103054.0,-0.2588,16660.0,74084.0,2588.0,-50552.0,-1545.0,-18220.0,16110.0,16500.0,-16360.0,73836.0,134911.0,22290.0,-19650.0,3.0,3952.0,-1865.0,-16260.0,-27265.0,-18530.0,6016.0,3.0
2022-07-01 14:00:00,-45432.0,3.0,-3132.0,-103625.0,-0.5,16500.0,74748.0,2594.0,-47528.0,-1597.0,-19650.0,14970.0,14980.0,-16660.0,74084.0,129964.0,22480.0,-21150.0,3.0,3444.0,-1606.0,-15880.0,-29053.0,-20220.0,4812.0,3.0
2022-07-01 15:00:00,-45212.0,3.0,-3026.0,-116916.0,-0.707,14980.0,74960.0,2586.0,-45432.0,-1475.0,-21150.0,13340.0,13240.0,-17340.0,74748.0,115966.0,22670.0,-22530.0,3.0,3010.0,-1545.0,-16200.0,-32849.0,-22300.0,3180.0,3.0
2022-07-01 16:00:00,-48572.0,3.0,-2984.0,-126384.0,-0.866,13240.0,70916.0,2596.0,-45212.0,-1224.0,-22530.0,12376.0,11740.0,-17740.0,74960.0,103032.0,22850.0,-23980.0,3.0,3162.0,-1597.0,-16360.0,-33126.0,-24270.0,1691.0,3.0
