,SP_surplus,target_lag_1,SE_surplus,DE_surplus,sin_hour,IT_green_energy_lag_1,SP_green_energy,DK_green_energy,SP_surplus_lag_1,DK_surplus,HU_surplus_lag_1,IT_green_energy_lag_24,IT_green_energy,PO_surplus,SP_green_energy_lag_1,DE_green_energy,HU_Load_monthly_mean,HU_surplus,target_lag_24,PO_green_energy_lag_24,DK_surplus_lag_2,PO_surplus_lag_3,NE_surplus,HU_surplus_lag_24,HU_green_energy_lag_24
2599,-30028.0,3.0,-4616.0,-91950.0,0.866,13760.0,84056.0,2322.0,-34768.0,-2022.0,-16400.0,19660.0,15490.0,-17440.0,78636.0,164599.0,19400.0,-16350.0,3.0,6160.0,-2472.0,-18140.0,-35072.0,-10104.0,5244.0
2600,-28716.0,3.0,-4420.0,-70861.0,0.707,15490.0,85528.0,2116.0,-30028.0,-2128.0,-16350.0,21040.0,16750.0,-17220.0,84056.0,189248.0,19400.0,-17040.0,2.0,6016.0,-2336.0,-18100.0,-31344.0,-10504.0,4892.0
2601,-31596.0,3.0,-4590.0,-55701.0,0.5,16750.0,83724.0,2092.0,-28716.0,-2132.0,-17040.0,21360.0,17250.0,-17000.0,85528.0,200590.0,19410.0,-17630.0,2.0,6576.0,-2022.0,-17620.0,-30133.0,-9930.0,5036.0
2602,-29692.0,3.0,-4550.0,-47618.0,0.2588,17250.0,84036.0,2162.0,-31596.0,-1953.0,-17630.0,20800.0,18190.0,-16800.0,83724.0,203071.0,19410.0,-17570.0,2.0,6416.0,-2128.0,-17440.0,-29367.0,-9250.0,5228.0
2603,-26024.0,3.0,-4696.0,-50609.0,0.0,18190.0,84096.0,2212.0,-29692.0,-1764.0,-17570.0,19600.0,17890.0,-17260.0,84036.0,195505.0,19410.0,-17700.0,2.0,6116.0,-2132.0,-17220.0,-29272.0,-9680.0,4760.0
2604,-23040.0,3.0,-4532.0,-63212.0,-0.2588,17890.0,85612.0,2336.0,-26024.0,-1655.0,-17700.0,18270.0,16670.0,-17730.0,84096.0,178611.0,19420.0,-18380.0,3.0,5296.0,-1953.0,-17000.0,-31116.0,-10220.0,4650.0
2605,-24908.0,3.0,-4548.0,-79463.0,-0.5,16670.0,82920.0,2388.0,-23040.0,-1864.0,-18380.0,15640.0,14230.0,-18600.0,85612.0,159960.0,19420.0,-19220.0,3.0,4580.0,-1764.0,-16800.0,-33934.0,-12160.0,3538.0
2606,-26760.0,3.0,-4556.0,-105205.0,-0.707,14230.0,80296.0,2218.0,-24908.0,-2088.0,-19220.0,10490.0,10890.0,-19260.0,82920.0,136978.0,19420.0,-20060.0,3.0,4016.0,-1655.0,-17260.0,-38476.0,-14290.0,2276.0
2607,-33836.0,3.0,-4588.0,-128570.0,-0.866,10890.0,75260.0,1864.0,-26760.0,-2282.0,-20060.0,8010.0,11930.0,-19920.0,80296.0,115034.0,19440.0,-21580.0,3.0,3512.0,-1864.0,-17730.0,-40252.0,-16780.0,1084.0
2608,-43928.0,3.0,-4596.0,-143332.0,-0.966,11930.0,70232.0,1728.0,-33836.0,-2254.0,-21580.0,9240.0,12390.0,-20600.0,75260.0,102364.0,19440.0,-22860.0,3.0,3476.0,-2088.0,-18600.0,-42080.0,-18530.0,692.0
2609,-47244.0,3.0,-4160.0,-142143.0,-1.0,12390.0,70468.0,1662.0,-43928.0,-2214.0,-22860.0,8776.0,9740.0,-19800.0,70232.0,98577.0,19460.0,-22820.0,3.0,3148.0,-2282.0,-19260.0,-41198.0,-18850.0,686.0
2610,-38600.0,3.0,-3664.0,-132568.0,-0.966,9740.0,70440.0,1534.0,-47244.0,-2142.0,-22820.0,7224.0,7396.0,-19040.0,70468.0,95797.0,19460.0,-21300.0,3.0,2614.0,-2254.0,-19920.0,-38514.0,-17890.0,725.0
2611,-32796.0,3.0,-3236.0,-125322.0,-0.866,7396.0,66216.0,1379.0,-38600.0,-2024.0,-21300.0,6176.0,7444.0,-18050.0,70440.0,88356.0,19460.0,-20260.0,3.0,2320.0,-2214.0,-20600.0,-35145.0,-16850.0,781.0
2612,-33608.0,3.0,-3790.0,-113988.0,-0.707,7444.0,59800.0,1147.0,-32796.0,-2078.0,-20260.0,6464.0,6810.0,-17010.0,66216.0,81838.0,19470.0,-19550.0,3.0,2208.0,-2142.0,-19800.0,-32941.0,-15890.0,721.0
2613,-31184.0,3.0,-3968.0,-107417.0,-0.5,6810.0,57044.0,811.0,-33608.0,-2312.0,-19550.0,6536.0,6840.0,-16184.0,59800.0,77775.0,19470.0,-18560.0,3.0,2092.0,-2024.0,-19040.0,-31395.0,-14940.0,689.0
2614,-26792.0,3.0,-4160.0,-105548.0,-0.2588,6840.0,58412.0,711.0,-31184.0,-2364.0,-18560.0,6244.0,7880.0,-15630.0,57044.0,75297.0,19460.0,-17540.0,3.0,2084.0,-2078.0,-18050.0,-30736.0,-14300.0,656.0
2615,-22736.0,3.0,-4388.0,-106808.0,0.0,7880.0,60852.0,659.0,-26792.0,-2412.0,-17540.0,6090.0,7860.0,-15520.0,58412.0,72719.0,19460.0,-16960.0,3.0,1988.0,-2312.0,-17010.0,-30634.0,-13910.0,674.0
2616,-22440.0,3.0,-4210.0,-112407.0,0.2588,7860.0,61300.0,762.0,-22736.0,-2348.0,-16960.0,5904.0,7750.0,-15670.0,60852.0,71084.0,19460.0,-16800.0,3.0,2124.0,-2364.0,-16184.0,-30984.0,-13890.0,684.0
2617,-25332.0,3.0,-3912.0,-123909.0,0.5,7750.0,60772.0,1005.0,-22440.0,-2338.0,-16800.0,5070.0,6560.0,-15940.0,61300.0,67030.0,19460.0,-17420.0,3.0,2380.0,-2412.0,-15630.0,-32007.0,-14790.0,685.0
2618,-34752.0,3.0,-4148.0,-141356.0,0.707,6560.0,60200.0,1382.0,-25332.0,-2450.0,-17420.0,6224.0,6924.0,-17840.0,60772.0,67285.0,19460.0,-18940.0,3.0,2676.0,-2348.0,-15520.0,-34334.0,-16720.0,745.0
2619,-41376.0,3.0,-4456.0,-152199.0,0.866,6924.0,64624.0,1646.0,-34752.0,-2624.0,-18940.0,9656.0,9660.0,-19550.0,60200.0,77014.0,19460.0,-20660.0,3.0,2926.0,-2338.0,-15670.0,-38085.0,-18960.0,1201.0
2620,-44652.0,3.0,-4696.0,-155381.0,0.966,9660.0,69240.0,1894.0,-41376.0,-2520.0,-20660.0,12720.0,12536.0,-20380.0,64624.0,93335.0,19470.0,-19470.0,3.0,3476.0,-2450.0,-15940.0,-41310.0,-19040.0,2096.0
2621,-41724.0,3.0,-4156.0,-145784.0,1.0,12536.0,77532.0,2196.0,-44652.0,-2210.0,-19470.0,14110.0,15020.0,-20140.0,69240.0,112010.0,19470.0,-16700.0,3.0,4250.0,-2624.0,-17840.0,-41110.0,-17800.0,3268.0
2622,-37264.0,3.0,-4176.0,-126721.0,0.966,15020.0,84276.0,2266.0,-41724.0,-2110.0,-16700.0,13760.0,14910.0,-19730.0,77532.0,130965.0,19470.0,-13950.0,3.0,4880.0,-2520.0,-19550.0,-37686.0,-16400.0,4308.0
2623,-32740.0,3.0,-3884.0,-99648.0,0.866,14910.0,90452.0,2496.0,-37264.0,-1827.0,-13950.0,15490.0,14270.0,-19620.0,84276.0,159363.0,19470.0,-13120.0,3.0,5060.0,-2210.0,-20380.0,-32616.0,-16350.0,4470.0
2624,-27496.0,3.0,-3722.0,-84760.0,0.707,14270.0,96800.0,2492.0,-32740.0,-1737.0,-13120.0,16750.0,13140.0,-19360.0,90452.0,177815.0,19470.0,-13730.0,3.0,5110.0,-2110.0,-20140.0,-29344.0,-17040.0,4356.0
2625,-25372.0,3.0,-3744.0,-75538.0,0.5,13140.0,99152.0,2468.0,-27496.0,-1738.0,-13730.0,17250.0,13460.0,-19300.0,96800.0,184969.0,19470.0,-14220.0,3.0,5212.0,-1827.0,-19730.0,-26677.0,-17630.0,4068.0
2626,-21912.0,3.0,-3642.0,-69494.0,0.2588,13460.0,99648.0,2560.0,-25372.0,-1550.0,-14220.0,18190.0,12500.0,-19440.0,99152.0,185126.0,19470.0,-14184.0,3.0,4770.0,-1737.0,-19620.0,-25051.0,-17570.0,3852.0
2627,-12288.0,3.0,-3844.0,-72218.0,0.0,12500.0,105584.0,2628.0,-21912.0,-1367.0,-14184.0,17890.0,11864.0,-19730.0,99648.0,178945.0,19470.0,-14776.0,3.0,4788.0,-1738.0,-19360.0,-24217.0,-17700.0,3912.0
2628,-13032.0,3.0,-3770.0,-75358.0,-0.2588,11864.0,102804.0,2596.0,-12288.0,-1437.0,-14776.0,16670.0,10216.0,-20000.0,105584.0,168127.0,19470.0,-16024.0,3.0,4340.0,-1550.0,-19300.0,-25345.0,-18380.0,3392.0
2629,-14580.0,3.0,-3844.0,-93494.0,-0.5,10216.0,100052.0,2472.0,-13032.0,-1802.0,-16024.0,14230.0,9640.0,-20340.0,102804.0,148419.0,19470.0,-17390.0,3.0,3512.0,-1367.0,-19440.0,-28295.0,-19220.0,2610.0
2630,-15264.0,3.0,-3948.0,-123230.0,-0.707,9640.0,97912.0,2156.0,-14580.0,-2112.0,-17390.0,10890.0,8550.0,-20100.0,100052.0,122316.0,19490.0,-18930.0,3.0,2980.0,-1437.0,-19730.0,-33850.0,-20060.0,1825.0
2631,-24140.0,3.0,-4144.0,-149553.0,-0.866,8550.0,91284.0,1714.0,-15264.0,-2412.0,-18930.0,11930.0,10010.0,-20580.0,97912.0,98549.0,19490.0,-21060.0,3.0,2620.0,-1802.0,-20000.0,-37387.0,-21580.0,1005.0
2632,-33480.0,3.0,-3992.0,-156825.0,-0.966,10010.0,86236.0,1524.0,-24140.0,-2388.0,-21060.0,12390.0,11010.0,-20880.0,91284.0,91327.0,19500.0,-22640.0,3.0,2536.0,-2112.0,-20340.0,-41214.0,-22860.0,709.0
2633,-39836.0,3.0,-3734.0,-154754.0,-1.0,11010.0,83452.0,1609.0,-33480.0,-2224.0,-22640.0,9740.0,7624.0,-20260.0,86236.0,88012.0,19500.0,-22860.0,3.0,2080.0,-2412.0,-20100.0,-43034.0,-22820.0,739.0
2634,-33652.0,3.0,-3540.0,-149573.0,-0.966,7624.0,80964.0,1582.0,-39836.0,-2003.0,-22860.0,7396.0,5610.0,-19380.0,83452.0,82718.0,19500.0,-21420.0,3.0,1414.0,-2388.0,-20580.0,-41701.0,-21300.0,766.0
2635,-30120.0,3.0,-3240.0,-138247.0,-0.866,5610.0,74012.0,1800.0,-33652.0,-1509.0,-21420.0,7444.0,4816.0,-18160.0,80964.0,79065.0,19520.0,-20400.0,3.0,1072.0,-2224.0,-20880.0,-38346.0,-20260.0,783.0
2636,-29564.0,3.0,-3532.0,-124044.0,-0.707,4816.0,67676.0,1779.0,-30120.0,-1409.0,-20400.0,6810.0,4770.0,-17070.0,74012.0,78552.0,19520.0,-19660.0,3.0,1088.0,-2003.0,-20260.0,-35818.0,-19550.0,789.0
2637,-28908.0,3.0,-3340.0,-113976.0,-0.5,4770.0,62568.0,1574.0,-29564.0,-1524.0,-19660.0,6840.0,4840.0,-16580.0,67676.0,78438.0,19520.0,-18640.0,3.0,1212.0,-1509.0,-19380.0,-34084.0,-18560.0,813.0
2638,-29504.0,3.0,-3320.0,-110269.0,-0.2588,4840.0,59016.0,1596.0,-28908.0,-1453.0,-18640.0,7880.0,5710.0,-16400.0,62568.0,76362.0,19520.0,-17620.0,3.0,1502.0,-1409.0,-18160.0,-32918.0,-17540.0,882.0
2639,-28004.0,3.0,-3424.0,-109365.0,0.0,5710.0,58504.0,1621.0,-29504.0,-1421.0,-17620.0,7860.0,6050.0,-16500.0,59016.0,73433.0,19500.0,-16960.0,3.0,1734.0,-1524.0,-17070.0,-33152.0,-16960.0,844.0
2640,-27872.0,3.0,-3536.0,-112334.0,0.2588,6050.0,58800.0,1604.0,-28004.0,-1481.0,-16960.0,7750.0,6064.0,-16640.0,58504.0,71791.0,19500.0,-16830.0,3.0,1950.0,-1453.0,-16580.0,-33172.0,-16800.0,879.0
2641,-30080.0,3.0,-2662.0,-122380.0,0.5,6064.0,59060.0,1609.0,-27872.0,-1667.0,-16830.0,6560.0,5650.0,-17010.0,58800.0,69525.0,19500.0,-17500.0,3.0,2176.0,-1421.0,-16400.0,-34357.0,-17420.0,943.0
2642,-39512.0,3.0,-3104.0,-141505.0,0.707,5650.0,58832.0,1800.0,-30080.0,-1912.0,-17500.0,6924.0,5936.0,-19230.0,59060.0,67407.0,19500.0,-18880.0,3.0,2564.0,-1481.0,-16500.0,-36532.0,-18940.0,937.0
2643,-46564.0,3.0,-4066.0,-158651.0,0.866,5936.0,62768.0,1867.0,-39512.0,-2314.0,-18880.0,9660.0,8216.0,-20640.0,58832.0,72913.0,19500.0,-20450.0,3.0,2898.0,-1667.0,-16640.0,-40039.0,-20660.0,1360.0
2644,-48092.0,3.0,-4310.0,-162077.0,0.966,8216.0,69032.0,2124.0,-46564.0,-2116.0,-20450.0,12536.0,12800.0,-20830.0,62768.0,86529.0,19520.0,-18770.0,3.0,3266.0,-1912.0,-17010.0,-42731.0,-19470.0,2592.0
2645,-41396.0,3.0,-3966.0,-163577.0,1.0,12800.0,79376.0,2470.0,-48092.0,-1882.0,-18770.0,15020.0,13920.0,-21010.0,69032.0,93690.0,19520.0,-15970.0,3.0,3616.0,-2314.0,-19230.0,-41167.0,-16700.0,4280.0
2646,-32644.0,3.0,-3352.0,-148928.0,0.966,13920.0,89304.0,2828.0,-41396.0,-1540.0,-15970.0,14910.0,13520.0,-20430.0,79376.0,112553.0,19520.0,-13710.0,3.0,3904.0,-2116.0,-20640.0,-37501.0,-13950.0,6050.0
2647,-27584.0,3.0,-2916.0,-129465.0,0.866,13520.0,94160.0,3290.0,-32644.0,-1034.0,-13710.0,14270.0,13496.0,-19780.0,89304.0,135512.0,19520.0,-12650.0,3.0,4276.0,-1882.0,-20830.0,-32552.0,-13120.0,6490.0
2648,-27292.0,3.0,-3072.0,-116981.0,0.707,13496.0,94860.0,3910.0,-27584.0,-362.0,-12650.0,13140.0,12296.0,-19220.0,94160.0,151142.0,19520.0,-12504.0,3.0,4500.0,-1540.0,-21010.0,-28318.0,-13730.0,6092.0
2649,-25844.0,3.0,-3504.0,-106887.0,0.5,12296.0,95368.0,4224.0,-27292.0,-29.0,-12504.0,13460.0,11704.0,-18820.0,94860.0,158609.0,19520.0,-12540.0,3.0,4470.0,-1034.0,-20430.0,-24769.0,-14220.0,5796.0
2650,-22384.0,3.0,-3818.0,-97755.0,0.2588,11704.0,96888.0,4390.0,-25844.0,219.0,-12540.0,12500.0,11980.0,-18560.0,95368.0,160362.0,19520.0,-12250.0,3.0,4108.0,-362.0,-19780.0,-23630.0,-14184.0,5664.0
2651,-20056.0,3.0,-3796.0,-101833.0,0.0,11980.0,96276.0,4296.0,-22384.0,224.0,-12250.0,11864.0,12920.0,-18700.0,96888.0,150896.0,19520.0,-12670.0,3.0,3688.0,-29.0,-19220.0,-24163.0,-14776.0,5416.0
2652,-18328.0,3.0,-3796.0,-109625.0,-0.2588,12920.0,96016.0,3920.0,-20056.0,-258.0,-12670.0,10216.0,12210.0,-19230.0,96276.0,139414.0,19520.0,-14320.0,3.0,3412.0,219.0,-18820.0,-25026.0,-16024.0,4510.0
2653,-21540.0,3.0,-3764.0,-119185.0,-0.5,12210.0,91088.0,3856.0,-18328.0,-468.0,-14320.0,9640.0,11560.0,-19840.0,96016.0,130223.0,19520.0,-16110.0,3.0,2812.0,224.0,-18560.0,-27902.0,-17390.0,3564.0
2654,-27492.0,3.0,-3504.0,-135520.0,-0.707,11560.0,83316.0,3324.0,-21540.0,-1009.0,-16110.0,8550.0,10270.0,-20370.0,91088.0,117991.0,19520.0,-18290.0,3.0,2884.0,-258.0,-18700.0,-33678.0,-18930.0,2340.0
2655,-42932.0,3.0,-3434.0,-149450.0,-0.866,10270.0,68900.0,2646.0,-27492.0,-1502.0,-18290.0,10010.0,10984.0,-20900.0,83316.0,104650.0,19520.0,-20600.0,3.0,2828.0,-468.0,-19230.0,-37834.0,-21060.0,1176.0
2656,-57232.0,3.0,-3388.0,-150473.0,-0.966,10984.0,60276.0,2296.0,-42932.0,-1720.0,-20600.0,11010.0,9930.0,-20900.0,68900.0,101564.0,19540.0,-22190.0,3.0,2832.0,-1009.0,-19840.0,-40490.0,-22640.0,779.0
2657,-67132.0,3.0,-2876.0,-145477.0,-1.0,9930.0,55944.0,2536.0,-57232.0,-1416.0,-22190.0,7624.0,8140.0,-20400.0,60276.0,99724.0,19540.0,-22510.0,3.0,2080.0,-1502.0,-20370.0,-40707.0,-22860.0,742.0
2658,-61364.0,3.0,-2558.0,-134946.0,-0.966,8140.0,53468.0,2758.0,-67132.0,-1096.0,-22510.0,5610.0,7080.0,-19150.0,55944.0,99231.0,19540.0,-20940.0,3.0,1382.0,-1720.0,-20900.0,-39092.0,-21420.0,752.0
2659,-57656.0,3.0,-2464.0,-118456.0,-0.866,7080.0,47224.0,2724.0,-61364.0,-869.0,-20940.0,4816.0,7624.0,-17970.0,53468.0,100963.0,19550.0,-19950.0,3.0,1324.0,-1416.0,-20900.0,-35936.0,-20400.0,780.0
2660,-60232.0,3.0,-2128.0,-99952.0,-0.707,7624.0,37376.0,2812.0,-57656.0,-623.0,-19950.0,4770.0,6730.0,-16930.0,47224.0,103553.0,19550.0,-19140.0,3.0,1433.0,-1096.0,-20400.0,-32906.0,-19660.0,797.0
2661,-55384.0,3.0,-1945.0,-87298.0,-0.5,6730.0,36520.0,2644.0,-60232.0,-622.0,-19140.0,4840.0,7470.0,-16230.0,37376.0,105603.0,19550.0,-18100.0,3.0,1315.0,-869.0,-19150.0,-30730.0,-18640.0,797.0
2662,-49556.0,3.0,-1665.0,-81481.0,-0.2588,7470.0,38508.0,2492.0,-55384.0,-702.0,-18100.0,5710.0,8340.0,-15816.0,36520.0,105458.0,19550.0,-17120.0,3.0,1195.0,-623.0,-17970.0,-29021.0,-17620.0,799.0
2663,-44248.0,3.0,-1435.0,-79395.0,0.0,8340.0,41532.0,2578.0,-49556.0,-566.0,-17120.0,6050.0,8840.0,-15560.0,38508.0,106061.0,19540.0,-16380.0,3.0,1136.0,-622.0,-16930.0,-28398.0,-16960.0,826.0
2664,-44208.0,3.0,-1342.0,-80028.0,0.2588,8840.0,41784.0,2518.0,-44248.0,-693.0,-16380.0,6064.0,9190.0,-15640.0,41532.0,107899.0,19540.0,-16220.0,3.0,1161.0,-702.0,-16230.0,-27944.0,-16830.0,869.0
2665,-48868.0,4.0,-803.0,-85657.0,0.5,9190.0,39636.0,2648.0,-44208.0,-872.0,-16220.0,5650.0,8904.0,-15710.0,41784.0,107303.0,19540.0,-16820.0,3.0,1157.0,-566.0,-15816.0,-27710.0,-17500.0,872.0
2666,-57184.0,3.0,-1497.0,-104396.0,0.707,8904.0,40640.0,2862.0,-48868.0,-1178.0,-16820.0,5936.0,8030.0,-17660.0,39636.0,104191.0,19540.0,-18140.0,3.0,1314.0,-693.0,-15560.0,-29945.0,-18880.0,906.0
2667,-61664.0,3.0,-2516.0,-127523.0,0.866,8030.0,47668.0,3322.0,-57184.0,-1227.0,-18140.0,8216.0,10050.0,-18860.0,40640.0,104442.0,19540.0,-20590.0,3.0,1934.0,-872.0,-15640.0,-33781.0,-20450.0,1475.0
2668,-62548.0,3.0,-3000.0,-129411.0,0.966,10050.0,54604.0,3932.0,-61664.0,-847.0,-20590.0,12800.0,13520.0,-19230.0,47668.0,122296.0,19540.0,-21500.0,3.0,2630.0,-1178.0,-15710.0,-36485.0,-18770.0,3012.0
2669,-64912.0,3.0,-2948.0,-115669.0,1.0,13520.0,55516.0,4240.0,-62548.0,-414.0,-21500.0,13920.0,15150.0,-18720.0,54604.0,143882.0,19550.0,-21550.0,3.0,2544.0,-1227.0,-17660.0,-35371.0,-15970.0,4800.0
2670,-60868.0,3.0,-2570.0,-98171.0,0.966,15150.0,60600.0,4650.0,-64912.0,73.0,-21550.0,13520.0,15070.0,-17700.0,55516.0,162437.0,19550.0,-21070.0,3.0,2890.0,-847.0,-18860.0,-33430.0,-13710.0,6120.0
2671,-58264.0,3.0,-2790.0,-82738.0,0.866,15070.0,63076.0,5290.0,-60868.0,785.0,-21070.0,13496.0,16060.0,-17390.0,60600.0,179732.0,19570.0,-20370.0,3.0,3720.0,-414.0,-19230.0,-29326.0,-12650.0,6670.0
2672,-56860.0,3.0,-2620.0,-63933.0,0.707,16060.0,66320.0,5276.0,-58264.0,837.0,-20370.0,12296.0,15090.0,-17180.0,63076.0,202514.0,19570.0,-19820.0,3.0,4416.0,73.0,-18720.0,-26098.0,-12504.0,6680.0
2673,-53916.0,3.0,-2472.0,-35013.0,0.5,15090.0,69424.0,4920.0,-56860.0,659.0,-19820.0,11704.0,14170.0,-16770.0,66320.0,228511.0,19580.0,-19500.0,3.0,4600.0,785.0,-17700.0,-25052.0,-12540.0,6680.0
2674,-53640.0,3.0,-2546.0,-19397.0,0.2588,14170.0,67244.0,4650.0,-53916.0,618.0,-19500.0,11980.0,13704.0,-16420.0,69424.0,238916.0,19580.0,-19200.0,3.0,4290.0,837.0,-17390.0,-25405.0,-12250.0,6704.0
2675,-52828.0,3.0,-2568.0,-17372.0,0.0,13704.0,63836.0,4350.0,-53640.0,497.0,-19200.0,12920.0,13224.0,-16660.0,67244.0,235639.0,19580.0,-19540.0,3.0,4240.0,659.0,-17180.0,-24932.0,-12670.0,6452.0
2676,-53148.0,3.0,-2740.0,-28736.0,-0.2588,13224.0,61648.0,4170.0,-52828.0,289.0,-19540.0,12210.0,12120.0,-16980.0,63836.0,219291.0,19600.0,-20380.0,3.0,3840.0,618.0,-16770.0,-26484.0,-14320.0,5344.0
2677,-52924.0,3.0,-3332.0,-44758.0,-0.5,12120.0,60588.0,3876.0,-53148.0,-178.0,-20380.0,11560.0,10190.0,-17580.0,61648.0,201462.0,19600.0,-21040.0,3.0,3088.0,497.0,-16420.0,-30279.0,-16110.0,4148.0
2678,-55360.0,3.0,-3656.0,-69512.0,-0.707,10190.0,56788.0,3632.0,-52924.0,-417.0,-21040.0,10270.0,10370.0,-18340.0,60588.0,178910.0,19620.0,-21360.0,3.0,2488.0,289.0,-16660.0,-33690.0,-18290.0,2548.0
2679,-56708.0,3.0,-3590.0,-84404.0,-0.866,10370.0,56956.0,3198.0,-55360.0,-779.0,-21360.0,10984.0,10856.0,-19020.0,56788.0,164377.0,19620.0,-21840.0,3.0,2228.0,-178.0,-16980.0,-34385.0,-20600.0,1279.0
2680,-61692.0,3.0,-3830.0,-89362.0,-0.966,10856.0,55960.0,2960.0,-56708.0,-773.0,-21840.0,9930.0,11224.0,-19420.0,56956.0,155045.0,19620.0,-22510.0,3.0,2596.0,-417.0,-17580.0,-37276.0,-22190.0,892.0
2681,-62080.0,3.0,-3884.0,-89512.0,-1.0,11224.0,59752.0,3112.0,-61692.0,-537.0,-22510.0,8140.0,9340.0,-18720.0,55960.0,148446.0,19630.0,-22110.0,3.0,1866.0,-779.0,-18340.0,-40665.0,-22510.0,925.0
2682,-58368.0,3.0,-3492.0,-89337.0,-0.966,9340.0,55608.0,3198.0,-62080.0,-290.0,-22110.0,7080.0,7730.0,-17870.0,59752.0,137708.0,19630.0,-20800.0,3.0,1558.0,-773.0,-19020.0,-39472.0,-20940.0,1048.0
2683,-51592.0,3.0,-3072.0,-83894.0,-0.866,7730.0,52784.0,3076.0,-58368.0,-263.0,-20800.0,7624.0,6056.0,-17090.0,55608.0,132273.0,19630.0,-20000.0,3.0,1394.0,-537.0,-19420.0,-35242.0,-19950.0,1024.0
2684,-45988.0,3.0,-2790.0,-72906.0,-0.707,6056.0,52620.0,2636.0,-51592.0,-553.0,-20000.0,6730.0,5470.0,-16190.0,52784.0,127571.0,19630.0,-19310.0,3.0,1298.0,-290.0,-18720.0,-31065.0,-19140.0,1015.0
2685,-37580.0,3.0,-2708.0,-64692.0,-0.5,5470.0,54620.0,2300.0,-45988.0,-754.0,-19310.0,7470.0,5530.0,-15530.0,52620.0,123239.0,19630.0,-18290.0,3.0,1289.0,-263.0,-17870.0,-28193.0,-18100.0,1006.0
2686,-32212.0,3.0,-2712.0,-60213.0,-0.2588,5530.0,55068.0,2030.0,-37580.0,-903.0,-18290.0,8340.0,5520.0,-15330.0,54620.0,120021.0,19630.0,-17200.0,3.0,1448.0,-553.0,-17090.0,-25573.0,-17120.0,1019.0
2687,-27788.0,3.0,-2576.0,-58180.0,0.0,5520.0,56696.0,1986.0,-32212.0,-905.0,-17200.0,8840.0,6068.0,-15300.0,55068.0,118476.0,19630.0,-16560.0,3.0,1746.0,-754.0,-16190.0,-24575.0,-16380.0,1056.0
2688,-22360.0,3.0,-2420.0,-59395.0,0.2588,6068.0,60724.0,2011.0,-27788.0,-904.0,-16560.0,9190.0,6376.0,-15490.0,56696.0,114989.0,19620.0,-16260.0,4.0,1876.0,-903.0,-15530.0,-24397.0,-16220.0,1090.0
2689,-19636.0,3.0,-2140.0,-60966.0,0.5,6376.0,62332.0,2086.0,-22360.0,-841.0,-16260.0,8904.0,6548.0,-14960.0,60724.0,114283.0,19620.0,-16380.0,3.0,2248.0,-905.0,-15330.0,-24105.0,-16820.0,1048.0
2690,-17972.0,3.0,-2412.0,-63362.0,0.707,6548.0,65448.0,2280.0,-19636.0,-762.0,-16380.0,8030.0,6790.0,-15520.0,62332.0,114729.0,19620.0,-16450.0,3.0,2552.0,-904.0,-15300.0,-24370.0,-18140.0,1055.0
2691,-20596.0,3.0,-2660.0,-65542.0,0.866,6790.0,65316.0,2528.0,-17972.0,-735.0,-16450.0,10050.0,9210.0,-16200.0,65448.0,118245.0,19620.0,-17380.0,3.0,3374.0,-841.0,-15490.0,-25257.0,-20590.0,1202.0
2692,-15172.0,3.0,-3076.0,-69551.0,0.966,9210.0,75956.0,2798.0,-20596.0,-677.0,-17380.0,13520.0,12160.0,-16380.0,65316.0,126987.0,19620.0,-18080.0,3.0,3952.0,-762.0,-14960.0,-24870.0,-21500.0,1427.0
2693,-6680.0,3.0,-3020.0,-65346.0,1.0,12160.0,93100.0,3106.0,-15172.0,-490.0,-18080.0,15150.0,14056.0,-15760.0,75956.0,143846.0,19620.0,-18530.0,3.0,4680.0,-735.0,-15520.0,-23819.0,-21550.0,1745.0
2694,7784.0,0.0,-2648.0,-44489.0,0.966,14056.0,112812.0,3428.0,-6680.0,-205.0,-18530.0,15070.0,15416.0,-14840.0,93100.0,176213.0,19620.0,-18510.0,3.0,5388.0,-677.0,-16200.0,-22879.0,-21070.0,2268.0
2695,10828.0,0.0,-2682.0,-12730.0,0.866,15416.0,117396.0,3796.0,7784.0,175.0,-18510.0,16060.0,18320.0,-14290.0,112812.0,214295.0,19620.0,-18080.0,3.0,5908.0,-490.0,-16380.0,-22800.0,-20370.0,2912.0
2696,4988.0,0.0,-2656.0,-100.0,0.707,18320.0,112688.0,3944.0,10828.0,227.0,-18080.0,15090.0,18220.0,-14140.0,117396.0,227736.0,19620.0,-17620.0,3.0,5950.0,-205.0,-15760.0,-21787.0,-19820.0,3312.0
2697,4828.0,2.0,-2892.0,13551.0,0.5,18220.0,113300.0,4120.0,4988.0,455.0,-17620.0,14170.0,17820.0,-14050.0,112688.0,236221.0,19620.0,-17010.0,3.0,6284.0,175.0,-14840.0,-21243.0,-19500.0,3548.0
2698,10008.0,2.0,-2928.0,14847.0,0.2588,17820.0,117016.0,4110.0,4828.0,583.0,-17010.0,13704.0,16640.0,-13600.0,113300.0,230810.0,19620.0,-15940.0,3.0,6010.0,227.0,-14290.0,-20146.0,-19200.0,3278.0
2699,12604.0,2.0,-2904.0,14807.0,0.0,16640.0,114760.0,4344.0,10008.0,803.0,-15940.0,13224.0,15670.0,-13544.0,117016.0,225234.0,19620.0,-15020.0,3.0,5840.0,455.0,-14140.0,-19869.0,-19540.0,3044.0
